ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
1.1.3.10	T166R	Trametes ochracea	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		1213.0	s^(-1)
1.1.3.10	wildtype	Irpex lacteus	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		0.031	s^(-1)
1.1.3.10	wildtype	Irpex lacteus	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	4-O-beta-D-mannopyranosyl-beta-D-mannopyranose		0.67	s^(-1)
1.1.3.10	wildtype	Pseudarthrobacter siccitolerans	C1C(C(C(C(O1)O)O)O)O	D-Lyxose		0.014	s^(-1)
1.1.3.10	wildtype	Aspergillus oryzae	C1C(C(C(C(O1)O)O)O)O	D-Lyxose		0.015	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	C1C(C(C(C(O1)O)O)O)O	D-Lyxose		0.02	s^(-1)
1.1.3.10	wildtype	Lyophyllum shimeji	C1C(C(C(C(O1)O)O)O)O	D-Lyxose		0.867	s^(-1)
1.1.3.10	wildtype	Irpex lacteus	C1C(C(C(C(O1)O)O)O)O	D-Lyxose		0.98	s^(-1)
1.1.3.10	wildtype	Irpex lacteus	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		1.05	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		22.0	s^(-1)
1.1.3.10	wildtype	Pseudarthrobacter siccitolerans	C1=CC(=O)C=CC1=O	1,4-benzoquinone		3.25	s^(-1)
1.1.3.10	wildtype	Aspergillus oryzae	C1=CC(=O)C=CC1=O	1,4-benzoquinone		9.4	s^(-1)
1.1.3.10	Y456A/H2P/F454A	Trametes ochracea	C1=CC(=O)C=CC1=O	1,4-benzoquinone		2100.0	s^(-1)
1.1.3.10	S455A/Y456A/H2P/F454A	Trametes ochracea	C1=CC(=O)C=CC1=O	1,4-benzoquinone		520.0	s^(-1)
1.1.3.10	wildtype	Trametes ochracea	C1=CC(=O)C=CC1=O	1,4-benzoquinone		1200.0	s^(-1)
1.1.3.10	H450Q/H2P	Trametes ochracea	C1=CC(=O)C=CC1=O	1,4-benzoquinone		940.0	s^(-1)
1.1.3.10	F454P/H2P	Trametes ochracea	C1=CC(=O)C=CC1=O	1,4-benzoquinone		420.0	s^(-1)
1.1.3.10	Y456W/H2P	Trametes ochracea	C1=CC(=O)C=CC1=O	1,4-benzoquinone		3000.0	s^(-1)
1.1.3.10	F454N/H2P	Trametes ochracea	C1=CC(=O)C=CC1=O	1,4-benzoquinone		2600.0	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	C1=CC(=O)C=CC1=O	1,4-benzoquinone		1240.0	s^(-1)
1.1.3.10	wildtype	Lyophyllum shimeji	C1=CC(=O)C=CC1=O	1,4-benzoquinone		2760.0	s^(-1)
1.1.3.10	wildtype	Irpex lacteus	C(C1C(C(C(C(=O)O1)O)O)O)O	D-glucono-1,5-lactone		0.71	s^(-1)
1.1.3.10	wildtype	Lyophyllum shimeji	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	melibiose		0.0115	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Cl)O)Cl	2,6-dichlorophenolindophenol		33.6	s^(-1)
1.1.3.10	wildtype	Lyophyllum shimeji	C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Cl)O)Cl	2,6-dichlorophenolindophenol		361.0	s^(-1)
1.1.3.10	wildtype	Aspergillus oryzae	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		0.009	s^(-1)
1.1.3.10	wildtype	Lyophyllum shimeji	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		0.524	s^(-1)
1.1.3.10	wildtype	Aspergillus oryzae	[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+3]	ferricenium hexafluorophosphate		1.5	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+3]	ferricenium hexafluorophosphate		235.0	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	CC1=CC(=O)C=C(C1=O)C	2,6-dimethyl-1,4-benzoquinone		0.1	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	CC1=CC(=O)C=CC1=O	2-methyl-1,4-benzoquinone		91.8	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	C1=CC(=O)C(=CC1=O)Cl	2-chloro-1,4-benzoquinone		34.0	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	C1(=C(C(=O)C(=C(C1=O)F)F)F)F	tetrafluoro-1,4-benzoquinone		13.7	s^(-1)
1.1.3.10	wildtype	Aspergillus nidulans	COC1=CC(=O)C=CC1=O	2-methoxy-1,4-benzoquinone		112.0	s^(-1)
1.14.11.56	wildtype	Sinorhizobium meliloti	C1CC(NC1)C(=O)O	L-proline		46.0	s^(-1)
1.14.11.56	wildtype	Sinorhizobium meliloti	C1=CC=C(C=C1)CCC(C(=O)O)N	L-homophenylalanine		0.0002	s^(-1)
1.14.11.56	W40M	Sinorhizobium meliloti	C1=CC=C(C=C1)CCC(C(=O)O)N	L-homophenylalanine		0.0086	s^(-1)
1.14.11.56	I103L/W40M	Sinorhizobium meliloti	C1=CC=C(C=C1)CCC(C(=O)O)N	L-homophenylalanine		0.07	s^(-1)
1.1.3.9	C383R	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		0.03	s^(-1)
1.1.3.9	C383I	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		0.51	s^(-1)
1.1.3.9	C383V	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		0.83	s^(-1)
1.1.3.9	C383N	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		1.1	s^(-1)
1.1.3.9	C383F	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		1.5	s^(-1)
1.1.3.9	C383Q	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		2.6	s^(-1)
1.1.3.9	C383P	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		3.5	s^(-1)
1.1.3.9	C383D	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		5.2	s^(-1)
1.1.3.9	C383T	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		6.4	s^(-1)
1.1.3.9	C383H	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		7.0	s^(-1)
1.1.3.9	C383A	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		7.7	s^(-1)
1.1.3.9	C383L	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		8.2	s^(-1)
1.1.3.9	wildtype	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		20.0	s^(-1)
1.1.3.9	C383G	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		14.0	s^(-1)
1.1.3.9	C383M	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		15.0	s^(-1)
1.1.3.9	C383K	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		23.0	s^(-1)
1.1.3.9	C383E	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		26.0	s^(-1)
1.1.3.9	C383S	Fusarium graminearum	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		32.0	s^(-1)
1.1.3.9	wildtype	Fusarium subglutinans	C(C1C(C(C(C(O1)O)O)O)O)O	D-mannose		92.0	s^(-1)
1.1.3.9	wildtype	Fusarium sambucinum	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	melibiose		2700.0	s^(-1)
1.3.5.2	wildtype	Toxoplasma gondii	CCCCCCCCCCC1=C(C(=O)C(=C(C1=O)OC)OC)C	decylubiquinone		2300.0	s^(-1)
1.3.5.2	N302S	Toxoplasma gondii	CCCCCCCCCCC1=C(C(=O)C(=C(C1=O)OC)OC)C	decylubiquinone		2500.0	s^(-1)
1.3.5.2	N302S	Toxoplasma gondii	C1C(NC(=O)NC1=O)C(=O)O	(S)-dihydroorotate		1400.0	s^(-1)
1.3.5.2	wildtype	Toxoplasma gondii	C1C(NC(=O)NC1=O)C(=O)O	(S)-dihydroorotate		1100.0	s^(-1)
1.3.5.2	wildtype	Phytophthora infestans	C1C(NC(=O)NC1=O)C(=O)O	(S)-dihydroorotate		1300.0	s^(-1)
1.3.5.2	wildtype	Solanum tuberosum	C1C(NC(=O)NC1=O)C(=O)O	(S)-dihydroorotate		1500.0	s^(-1)
1.3.5.1	E49A	Escherichia coli	C(CC(=O)[O-])C(=O)[O-]	succinate		36.0	s^(-1)
1.3.5.1	wildtype	Escherichia coli	C(CC(=O)[O-])C(=O)[O-]	succinate		54.0	s^(-1)
1.3.5.1	E49A	Escherichia coli	C(=CC(=O)[O-])C(=O)[O-]	fumarate		97.0	s^(-1)
1.3.5.1	wildtype	Escherichia coli	C(=CC(=O)[O-])C(=O)[O-]	fumarate		232.0	s^(-1)
1.1.1.59	wildtype	Bacillus cereus	C(CO)C(=O)[O-]	3-hydroxypropionate		0.0125	s^(-1)
1.1.1.59	wildtype	Candida albicans	C(CO)C(=O)[O-]	3-hydroxypropionate		5.77	s^(-1)
1.1.1.59	wildtype	Candida albicans	CC(CO)C(=O)[O-]	(R)-3-hydroxyisobutyrate		19.1	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	C1=CC2=C(C=C1O)C(=CN2)CCN	serotonin		19.93	s^(-1)
1.4.3.4	wildtype	Danio rerio	C1=CC=C(C=C1)CN	benzylamine		0.0095	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	C1=CC=C(C=C1)CN	benzylamine		13.0	s^(-1)
1.4.3.4	I199A	Homo sapiens	C1=CC=C(C=C1)CN	benzylamine		1.78	s^(-1)
1.4.3.4	wildtype	Homo sapiens	C1=CC=C(C=C1)CN	benzylamine		33.3	s^(-1)
1.4.3.4	wildtype	Danio rerio	C1=CC=C(C=C1)CCN	phenethylamine		0.4	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	C1=CC=C(C=C1)CCN	phenethylamine		4.05	s^(-1)
1.4.3.4	Y326A/I199A	Homo sapiens	C1=CC=C(C=C1)CCN	phenethylamine		2.7	s^(-1)
1.4.3.4	I199A	Homo sapiens	C1=CC=C(C=C1)CCN	phenethylamine		51.7	s^(-1)
1.4.3.4	wildtype	Homo sapiens	C1=CC=C(C=C1)CCN	phenethylamine		300.0	s^(-1)
1.4.3.4	Y326A/I199A	Homo sapiens	C1=CC=C(C(=C1)C(=O)CCN)N	kynuramine		3.7	s^(-1)
1.4.3.4	I199A	Homo sapiens	C1=CC=C(C(=C1)C(=O)CCN)N	kynuramine		15.6	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	C1=CC=C(C(=C1)C(=O)CCN)N	kynuramine		27.61	s^(-1)
1.4.3.4	wildtype	Homo sapiens	C1=CC=C(C(=C1)C(=O)CCN)N	kynuramine		59.2	s^(-1)
1.4.3.4	Y326A/I199A	Homo sapiens	C1=CC=C(C=C1)CCCCN	4-phenylbutylamine		43.3	s^(-1)
1.4.3.4	wildtype	Homo sapiens	C1=CC=C(C=C1)CCCCN	4-phenylbutylamine		96.7	s^(-1)
1.4.3.4	I199A	Homo sapiens	C1=CC=C(C=C1)CCCCN	4-phenylbutylamine		253.3	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	C1=CC(=CC=C1CN)Cl	1-(4-chlorophenyl)methanamine		223.0	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	C1=CC(=CC=C1CN)F	4-fluorobenzylamine		38.0	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	C1=CC(=CC=C1CN)C(F)(F)F	1-[4-(trifluoromethyl)phenyl]methanamine		381.0	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	C1=CC(=CC=C1CN)Br	1-(4-bromophenyl)methanamine		326.0	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	CC1=CC=C(C=C1)CN	1-(4-methylphenyl)methanamine		347.0	s^(-1)
1.4.3.4	wildtype	Rattus norvegicus	COC1=CC=C(C=C1)CN	1-(4-methoxyphenyl)methanamine		100.0	s^(-1)
1.4.3.4	wildtype	Aspergillus niger	C1CC(C2=CC=CC=C2C1)N	1,2,3,4-tetrahydronaphthalen-1-amine		0.963	s^(-1)
1.4.3.4	wildtype	Aspergillus niger	C1CC2=CC=CC=C2C1N	2,3-dihydro-1H-inden-1-amine		1.958	s^(-1)
1.2.7.4	wildtype	Afipia carboxidovorans	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]	methylene blue		8700.0	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O	N-acetyl-L-tyrosine		0.69	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CC(=O)NC(CC1=CC=CC=C1)C(=O)O	N-acetyl-D-phenylalanine		0.39	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CC(C(=O)O)NC(=O)C	N-Acetyl-D-Ala		771.3	s^(-1)
3.5.1.87	wildtype	Pseudomonas sp. ON4a	CSCCC(C(=O)O)NC(=O)N	N-carbamoyl-D-methionine		5.9	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CSCCC(C(=O)O)NC(=O)N	N-carbamoyl-D-methionine		1834.0	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CSCCC(C(=O)O)NC=O	N-formyl-L-methionine		85880.0	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CC(C)C(C(=O)O)NC(=O)C	N-acetyl-L-valine		5.96	s^(-1)
3.5.1.87	wildtype	Pseudomonas sp. ON4a	CC(C(=O)O)NC(=O)N	N-carbamoyl-L-alanine		2.57	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CC(C(=O)O)NC(=O)N	N-carbamoyl-L-alanine		11680.0	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)N	N-carbamoyl-L-phenylalanine		27.49	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	C1=CC(=CC=C1CC(C(=O)O)NC=O)O	N-Formyl-L-tyrosine		61.4	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CC(C)C(C(=O)O)NC(=O)N	N-carbamoyl-L-valine		255.3	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CC(C(=O)O)NC=O	N-formyl-L-alanine		58700.0	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	C1=CC=C(C=C1)CC(C(=O)O)NC=O	N-formyl-L-phenylalanine		877.0	s^(-1)
3.5.1.87	wildtype	Geobacillus stearothermophilus	CC(C)C(C(=O)O)NC=O	N-formyl-L-valine		4039.0	s^(-1)
3.5.1.87	wildtype	Pseudomonas sp. ON4a	C(C(C(=O)O)NC(=O)N)S	N-carbamoyl-L-cysteine		40.2	s^(-1)
4.1.3.17	wildtype	Pseudomonas putida	C(C(=O)C(=O)O)C(=O)O	oxaloacetate		420.0	s^(-1)
4.1.3.17	wildtype	Pseudomonas putida	CC(CC(=O)C(=O)[O-])O	(S)-4-hydroxy-2-oxopentanoate		0.022	s^(-1)
4.1.3.17	K147A	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		0.00697	s^(-1)
4.1.3.17	N71A	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		0.0176	s^(-1)
4.1.3.17	R123K	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		0.0267	s^(-1)
4.1.3.17	G144V	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		0.155	s^(-1)
4.1.3.17	T145A	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		6.01	s^(-1)
4.1.3.17	R195A	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		4.91	s^(-1)
4.1.3.17	R40A	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		22.0	s^(-1)
4.1.3.17	H75A	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		57.3	s^(-1)
4.1.3.17	wildtype	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		83000.0	s^(-1)
4.1.3.17	E199A	Pseudomonas putida	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		86.0	s^(-1)
4.1.3.17	wildtype	Saccharomyces cerevisiae	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		210.0	s^(-1)
4.1.3.17	wildtype	Thermus thermophilus	CC(CC(=O)C(=O)[O-])(C(=O)[O-])O	4-hydroxy-4-methyl-2-oxoglutarate		2400.0	s^(-1)
4.1.3.17	wildtype	Pseudomonas putida	C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O	4-carboxy-4-hydroxy-2-oxoadipate		1400.0	s^(-1)
4.1.3.17	wildtype	Pseudomonas putida	C(C(C(=O)O)O)C(=O)C(=O)O	4-hydroxy-2-oxoglutarate		3.5	s^(-1)
3.5.3.1	C66A	Helicobacter pylori	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		0.062	s^(-1)
3.5.3.1	wildtype	Helicobacter pylori	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		0.084	s^(-1)
3.5.3.1	C73A	Helicobacter pylori	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		0.11	s^(-1)
3.5.3.1	R404A	Plasmodium falciparum 3D7	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		0.25	s^(-1)
3.5.3.1	E288Q	Leishmania donovani	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		1.7	s^(-1)
3.5.3.1	wildtype	Plasmodium falciparum 3D7	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		1.9	s^(-1)
3.5.3.1	H381A	Plasmodium falciparum 3D7	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		2.7	s^(-1)
3.5.3.1	C6H	Plasmodium falciparum 3D7	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		2.9	s^(-1)
3.5.3.1	wildtype	Geobacillus thermodenitrificans	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		3.8	s^(-1)
3.5.3.1	wildtype	Leishmania donovani	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		7.2	s^(-1)
3.5.3.1	E256Q	[Bacillus] caldovelox	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		44.0	s^(-1)
3.5.3.1	E256A	[Bacillus] caldovelox	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		47.8	s^(-1)
3.5.3.1	D199A	[Bacillus] caldovelox	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		51.1	s^(-1)
3.5.3.1	D199N	[Bacillus] caldovelox	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		61.6	s^(-1)
3.5.3.1	D181N	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		1290.0	s^(-1)
3.5.3.1	S230C	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		2180.0	s^(-1)
3.5.3.1	S230G/D181N	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		1180.0	s^(-1)
3.5.3.1	wildtype	[Bacillus] caldovelox	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		206.8	s^(-1)
3.5.3.1	S230G	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		2600.0	s^(-1)
3.5.3.1	S230D	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		930.0	s^(-1)
3.5.3.1	S230G/D181S	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		950.0	s^(-1)
3.5.3.1	D181E	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		1270.0	s^(-1)
3.5.3.1	D181S	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		1390.0	s^(-1)
3.5.3.1	S230A/D181E	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		1470.0	s^(-1)
3.5.3.1	S230T	Homo sapiens	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		1970.0	s^(-1)
1.2.1.10	wildtype	Citrobacter sp. S-77	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	acetyl-CoA		192.31	s^(-1)
1.2.1.10	wildtype	Thermoanaerobacter sp.	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	acetyl-CoA		381.0	s^(-1)
1.2.1.10	I195A	Paraburkholderia xenovorans	CC=O	acetaldehyde		0.147	s^(-1)
1.2.1.10	I195W	Paraburkholderia xenovorans	CC=O	acetaldehyde		0.152	s^(-1)
1.2.1.10	I171F	Paraburkholderia xenovorans	CC=O	acetaldehyde		0.223	s^(-1)
1.2.1.10	I195F	Paraburkholderia xenovorans	CC=O	acetaldehyde		0.457	s^(-1)
1.2.1.10	D208A	Paraburkholderia xenovorans	CC=O	acetaldehyde		0.46	s^(-1)
1.2.1.10	wildtype	Paraburkholderia xenovorans	CC=O	acetaldehyde		0.73	s^(-1)
1.2.1.10	wildtype	Citrobacter sp. S-77	CC=O	acetaldehyde		0.808	s^(-1)
1.2.1.10	wildtype	Thermoanaerobacter sp.	CC=O	acetaldehyde		1.09	s^(-1)
1.2.1.10	wildtype	Citrobacter sp.	CC=O	acetaldehyde		1.3	s^(-1)
1.2.1.10	I171A	Paraburkholderia xenovorans	CC=O	acetaldehyde		2.224	s^(-1)
1.2.1.10	wildtype	Thermoanaerobacter sp.	CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	butanoyl-CoA		833.0	s^(-1)
1.2.1.10	I195W	Paraburkholderia xenovorans	CCC=O	propionaldehyde		0.0425	s^(-1)
1.2.1.10	I195F	Paraburkholderia xenovorans	CCC=O	propionaldehyde		0.167	s^(-1)
1.2.1.10	I171F	Paraburkholderia xenovorans	CCC=O	propionaldehyde		0.221	s^(-1)
1.2.1.10	I195A	Paraburkholderia xenovorans	CCC=O	propionaldehyde		0.384	s^(-1)
1.2.1.10	wildtype	Paraburkholderia xenovorans	CCC=O	propionaldehyde		0.7	s^(-1)
1.2.1.10	I171A	Paraburkholderia xenovorans	CCC=O	propionaldehyde		1.219	s^(-1)
1.2.1.10	I195F	Paraburkholderia xenovorans	CCCC=O	Butyraldehyde		0.0433	s^(-1)
1.2.1.10	I195W	Paraburkholderia xenovorans	CCCC=O	Butyraldehyde		0.0458	s^(-1)
1.2.1.10	wildtype	Paraburkholderia xenovorans	CCCC=O	Butyraldehyde		0.3	s^(-1)
1.2.1.10	I171F	Paraburkholderia xenovorans	CCCC=O	Butyraldehyde		0.37	s^(-1)
1.2.1.10	I171A	Paraburkholderia xenovorans	CCCC=O	Butyraldehyde		1.323	s^(-1)
1.2.1.10	I195A	Paraburkholderia xenovorans	CCCC=O	Butyraldehyde		2.763	s^(-1)
1.2.1.10	wildtype	Thermoanaerobacter sp.	CCCC=O	Butyraldehyde		7.11	s^(-1)
1.2.1.10	I195W	Paraburkholderia xenovorans	C1=CC=NC(=C1)C=O	picolinaldehyde		0.00011	s^(-1)
1.2.1.10	I195F	Paraburkholderia xenovorans	C1=CC=NC(=C1)C=O	picolinaldehyde		0.00076	s^(-1)
1.2.1.10	I171F	Paraburkholderia xenovorans	C1=CC=NC(=C1)C=O	picolinaldehyde		0.0387	s^(-1)
1.2.1.10	wildtype	Paraburkholderia xenovorans	C1=CC=NC(=C1)C=O	picolinaldehyde		0.154	s^(-1)
1.2.1.10	I195A	Paraburkholderia xenovorans	C1=CC=NC(=C1)C=O	picolinaldehyde		0.468	s^(-1)
1.2.1.10	I171A	Paraburkholderia xenovorans	C1=CC=NC(=C1)C=O	picolinaldehyde		0.597	s^(-1)
2.7.7.53	S147T	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		13.6	s^(-1)
2.7.7.53	G146Q	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		17.25	s^(-1)
2.7.7.53	G146S	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		24.88	s^(-1)
2.7.7.53	wildtype	Mycobacterium tuberculosis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		84.8	s^(-1)
1.8.5.6	wildtype	Aquifex aeolicus	[O-]S(=O)[O-]	sulfite		20346.0	s^(-1)
2.7.4.26	wildtype	Methanothermobacter thermautotrophicus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		2200.0	s^(-1)
2.7.4.26	wildtype	Methanothermobacter thermautotrophicus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		340.0	s^(-1)
2.7.4.26	wildtype	Thermoplasma acidophilum	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		1200.0	s^(-1)
2.7.4.26	K204A	Thermoplasma acidophilum	CC1C(O1)P(=O)(O)O	fosfomycin		0.0025	s^(-1)
2.7.4.26	wildtype	Thermoplasma acidophilum	CC1C(O1)P(=O)(O)O	fosfomycin		0.0026	s^(-1)
